股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
300033,2025-01-02,2590.12561698,2471.5150641,2629.57009212,2435.4884943,22429385.0,6114373436.74,7.31,-184.29,8.2012,-6.9391
300033,2025-01-03,2467.91240712,2373.87382236,2484.81718218,2368.23889734,15783525.0,4116275450.79,4.72,-97.64,5.7712,-3.9507
300033,2025-01-06,2355.67578582,2335.7226087,2408.97663396,2318.633082,10878507.0,2768722648.66,3.81,-38.15,3.9777,-1.6071
300033,2025-01-07,2349.1171026,2411.008902,2417.29045776,2332.21232754,14048646.0,3622089780.42,3.64,75.29,5.1368,3.2233
300033,2025-01-08,2375.4442113,2391.70235562,2447.0354718,2318.633082,14114265.0,3629279939.29,5.33,-19.31,5.1608,-0.8008
300033,2025-01-09,2372.76531252,2382.18764616,2428.37555616,2369.439783,8247352.0,2138058978.0,2.46,-9.51,3.0156,-0.3978
300033,2025-01-10,2388.56157774,2314.4761701,2405.28160116,2311.2430164,9171541.0,2341876137.83,3.95,-67.71,3.3535,-2.8424
300033,2025-01-13,2278.54197612,2335.99973616,2362.78872396,2261.63720106,10042095.0,2524891278.89,4.37,21.52,3.6718,0.93
300033,2025-01-14,2355.58341,2678.89878,2679.08353164,2328.60967056,29648528.0,8074121005.94,15.0,342.9,10.7615,14.6789
300033,2025-01-15,2619.87063102,2568.78680256,2623.38091218,2549.48025618,17588709.0,4904238924.84,2.76,-110.11,6.3842,-4.1103
300033,2025-01-16,2604.998124,2619.22400028,2703.3783723,2561.85861606,19383470.0,5513476408.59,5.51,50.44,7.0356,1.9635
300033,2025-01-17,2590.40274444,2684.4413292,2729.705481,2586.52296,20426662.0,5913536583.63,5.47,65.22,7.4142,2.4899
300033,2025-01-20,2752.70706018,2663.1948906,2752.70706018,2641.0246938,16851889.0,4916268627.53,4.16,-21.25,6.1167,-0.7915
300033,2025-01-21,2706.611526,2717.88137604,2725.08669,2641.948452,14095413.0,4105421077.29,3.12,54.69,5.1162,2.0534
300033,2025-01-22,2692.755153,2735.34040602,2738.75831136,2660.423616,14723455.0,4306719072.96,2.88,17.46,5.3442,0.6424
300033,2025-01-23,2808.224928,2753.2613151,3002.21415,2752.799436,28643892.0,8877938406.82,9.12,17.92,10.3968,0.6552
300033,2025-01-24,2734.69377528,2798.987346,2803.88326446,2711.87694774,16354981.0,4890601179.86,3.34,45.73,5.9364,1.6608
300033,2025-01-27,2781.15881274,2578.48626366,2794.368555,2568.047796,17090617.0,4910898403.24,8.09,-220.5,6.2034,-7.8779
300033,2025-02-05,2660.423616,2656.7285832,2731.18349412,2605.09049982,13911630.0,3998913240.23,4.89,78.24,5.0495,3.0344
300033,2025-02-06,2638.80767412,2829.56374242,2863.65042,2635.38976878,21549863.0,6496328185.39,8.59,172.84,7.8219,6.5056
300033,2025-02-07,2817.55488582,2925.35746776,3048.30968418,2780.41980618,30085568.0,9501253446.78,9.47,95.79,10.9201,3.3855
300033,2025-02-10,2965.263822,2967.01896258,3009.6042156,2900.600748,19164404.0,6135561346.94,3.73,41.66,6.9561,1.4242
300033,2025-02-11,2926.55835342,2949.28280514,3002.21415,2881.01707416,14436782.0,4603868363.66,4.08,-17.74,5.2401,-0.5978
300033,2025-02-12,2953.16258958,3006.64818936,3026.2318632,2911.03921566,16904566.0,5426707927.17,3.91,57.37,6.1358,1.9451
300033,2025-02-13,2965.263822,2883.88072458,2981.70671796,2874.08888766,17276518.0,5455029107.18,3.58,-122.77,6.2708,-4.0832
300033,2025-02-14,2863.65042,2863.65042,2905.219539,2788.8260058,14491393.0,4455825545.48,4.04,-20.23,5.2599,-0.7015
300033,2025-02-17,2899.6769898,2899.03035906,2968.58935152,2865.0360573,14592128.0,4614845500.41,3.62,35.38,5.2965,1.2355
300033,2025-02-18,2865.31318476,2762.12939382,2900.41599636,2745.59412204,13295462.0,4060123507.55,5.34,-136.9,4.8258,-4.7223
300033,2025-02-19,2756.58684462,2852.1034425,2882.125584,2749.38153066,13793883.0,4237501463.77,4.81,89.97,5.0068,3.2574
300033,2025-02-20,2854.96709292,2821.43467026,2861.8029036,2790.6735222,8780834.0,2682402608.62,2.49,-30.67,3.1872,-1.0753
300033,2025-02-21,2818.94052312,2939.95284732,2954.1787236,2777.7409074,20917718.0,6549270240.9,6.25,118.52,7.5925,4.2006
300033,2025-02-24,2909.83833,2925.17271612,2966.92658676,2886.744375,13484075.0,4267119688.3,2.73,-14.78,4.8943,-0.5027
300033,2025-02-25,2872.888002,2878.98480612,2951.8693281,2854.412838,12990311.0,4083380473.98,3.33,-46.19,4.7151,-1.579
300033,2025-02-26,2888.96139468,2996.02497006,3002.21415,2826.700092,21627206.0,6862783601.26,6.1,117.04,7.85,4.0653
300033,2025-02-27,2946.788658,2884.8968586,2952.60833466,2832.79689612,19803107.0,6180015423.92,4.0,-111.13,7.1879,-3.7092
300033,2025-02-28,2835.937674,2781.99019512,2877.9686721,2771.2746,12131826.0,3691781699.42,3.7,-102.91,4.4035,-3.5671
300033,2025-03-03,2756.67922044,2712.52357848,2788.64125416,2669.661198,10227148.0,3028835163.46,4.28,-69.47,3.7121,-2.497
300033,2025-03-04,2678.89878,2742.08384088,2749.01202738,2678.89878,7083187.0,2088695493.73,2.58,29.56,2.571,1.0898
300033,2025-03-05,2741.34483432,2757.8801061,2770.99747254,2705.6877678,7374371.0,2191440732.24,2.38,15.8,2.6767,0.5761
300033,2025-03-06,2798.987346,2926.4659776,2937.551076,2778.6646656,20394917.0,6356164861.97,5.76,168.59,7.4027,6.1129
300033,2025-03-07,2883.23409384,2886.744375,2954.08634778,2855.42897202,14301110.0,4482494848.65,3.37,-39.72,5.1909,-1.3573
300033,2025-03-10,2868.269211,2831.7807621,2872.888002,2792.5210386,8949011.0,2731121513.11,2.78,-54.96,3.2482,-1.904
300033,2025-03-11,2771.2746,2820.32616042,2822.63555592,2771.2746,5843550.0,1774463428.27,1.81,-11.45,2.121,-0.4045
300033,2025-03-12,2845.36000764,2834.73678834,2914.457121,2827.53147438,11035235.0,3416208247.85,3.08,14.41,4.0054,0.511
300033,2025-03-13,2809.24106202,2775.70863936,2841.4802232,2756.77159626,8435397.0,2547476429.9,2.99,-59.03,3.0618,-2.0823
300033,2025-03-14,2775.80101518,2944.0173834,3058.37864856,2763.8845344,24921653.0,7900402034.44,10.61,168.31,9.0458,6.0636
300033,2025-03-17,2944.0173834,2919.26066364,2964.24768798,2891.73266928,9924638.0,3140932157.7,2.46,-24.76,3.6023,-0.8409
300033,2025-03-18,2946.788658,2915.01137592,2955.93386418,2895.981957,7400008.0,2339575910.27,2.05,-4.25,2.686,-0.1456
300033,2025-03-19,2900.50837218,2905.03478736,2952.7930863,2883.23409384,7697630.0,2424146445.9,2.39,-9.98,2.794,-0.3422
300033,2025-03-20,2904.85003572,2845.36000764,2907.5289345,2835.937674,7727370.0,2397335990.0,2.46,-59.67,2.8048,-2.0542
300033,2025-03-21,2844.06674616,2782.54445004,2863.55804418,2777.7409074,8123539.0,2469945141.83,3.02,-62.82,2.9486,-2.2076
300033,2025-03-24,2780.512182,2797.87883616,2807.11641816,2759.08099176,7661561.0,2306706931.0,1.73,15.33,2.7809,0.5511
300033,2025-03-25,2796.86270214,2722.68491868,2798.987346,2710.67606208,7157381.0,2125306898.88,3.16,-75.19,2.5979,-2.6875
300033,2025-03-26,2725.91807238,2731.73774904,2786.60898612,2725.91807238,5310416.0,1578059065.64,2.23,9.05,1.9275,0.3325
300033,2025-03-27,2724.80956254,2742.6380958,2797.1398296,2697.373944,6552792.0,1953402515.28,3.65,10.9,2.3785,0.399
300033,2025-03-28,2747.4906375,2751.31670625,2780.89875,2727.8937,4994095.0,1471383881.47,1.93,8.68,1.8127,0.3164
300033,2025-03-31,2723.88099375,2665.1835,2723.88099375,2583.063,9911434.0,2812423918.6,5.12,-86.13,3.5975,-3.1306
300033,2025-04-01,2678.15480625,2552.2678125,2695.79205,2538.27,11268050.0,3136133738.57,5.91,-112.92,4.09,-4.2367
300033,2025-04-02,2566.17230625,2612.64504375,2619.4573125,2550.4014375,7158618.0,1994327793.08,2.71,60.38,2.5984,2.3656
300033,2025-04-03,2583.436275,2615.9112,2645.5865625,2583.436275,5782662.0,1623946436.14,2.38,3.27,2.0989,0.125
300033,2025-04-07,2426.2875,2297.3209875,2510.274375,2164.995,18602088.0,4690851734.29,13.2,-318.59,6.752,-12.1789
300033,2025-04-08,2342.4872625,2345.1001875,2398.19855625,2301.70696875,12806971.0,3229704551.12,4.2,47.78,4.6485,2.0798
300033,2025-04-09,2309.35910625,2482.27875,2500.84918125,2258.31375,15574387.0,4010391467.05,10.34,137.18,5.653,5.8496
300033,2025-04-10,2550.588075,2460.34884375,2573.731125,2460.34884375,13688571.0,3686293521.2,4.57,-21.93,4.9685,-0.8835
300033,2025-04-11,2449.803825,2470.1473125,2502.34228125,2426.56745625,8762294.0,2313339987.01,3.08,9.8,3.1804,0.3983
300033,2025-04-14,2486.9446875,2465.85465,2504.67525,2458.9490625,6290142.0,1669086622.83,1.85,-4.29,2.2831,-0.1738
300033,2025-04-15,2463.52168125,2452.41675,2463.615,2431.886625,4353752.0,1141059180.22,1.29,-13.44,1.5803,-0.545
300033,2025-04-16,2437.57906875,2440.75190625,2459.97556875,2398.291875,5037200.0,1310081624.4,2.52,-11.66,1.8283,-0.4756
300033,2025-04-17,2409.39680625,2451.39024375,2472.946875,2409.39680625,5065168.0,1330631921.79,2.6,10.64,1.8385,0.4359
300033,2025-04-18,2444.95125,2477.51949375,2488.71774375,2435.619375,5425282.0,1437210917.62,2.17,26.13,1.9692,1.0659
300033,2025-04-21,2457.8292375,2486.85136875,2499.822675,2435.619375,5240938.0,1391523838.68,2.59,9.33,1.9023,0.3767
300033,2025-04-22,2480.50569375,2461.748625,2492.5438125,2454.56308125,4501904.0,1191914022.8,1.53,-25.1,1.6341,-1.0094
300033,2025-04-23,2483.398575,2466.50788125,2514.9403125,2458.9490625,7105430.0,1891586015.66,2.27,4.76,2.5791,0.1933
300033,2025-04-24,2457.0826875,2433.28640625,2470.61390625,2413.87610625,5400885.0,1411875254.86,2.3,-33.22,1.9604,-1.3469
300033,2025-04-25,2427.12736875,2427.03405,2468.2809375,2393.6259375,7898150.0,2055955068.43,3.07,-6.25,2.8668,-0.257
300033,2025-04-28,2408.743575,2396.14554375,2425.82090625,2395.1190375,4644278.0,1195265568.37,1.26,-30.89,1.6857,-1.2727
300033,2025-04-29,2391.10633125,2399.2250625,2440.19199375,2384.76065625,5093962.0,1313961960.17,2.31,3.08,1.849,0.1285
300033,2025-04-30,2407.53043125,2413.222875,2471.73373125,2399.784975,6658733.0,1735882473.01,3.0,14.0,2.4169,0.5834
300033,2025-05-06,2437.39243125,2481.81215625,2500.19595,2429.0870625,10230311.0,2715395675.9,2.95,68.59,3.7133,2.8422
300033,2025-05-07,2619.64395,2502.6222375,2685.43366875,2494.22355,16354518.0,4524059786.06,7.7,20.81,5.9362,0.8385
300033,2025-05-08,2497.9563,2488.624425,2516.4334125,2478.546,6429539.0,1716424530.69,1.51,-14.0,2.3337,-0.5593
300033,2025-05-09,2478.82595625,2425.167675,2488.624425,2415.92911875,6223093.0,1625709974.66,2.92,-63.46,2.2588,-2.5499
300033,2025-05-12,2461.748625,2511.2075625,2528.938125,2416.955625,11192225.0,2969989094.26,4.62,86.04,4.0624,3.5478
300033,2025-05-13,2519.60625,2463.615,2544.4290375,2463.615,7905953.0,2117391755.57,3.22,-47.59,2.8696,-1.8952
300033,2025-05-14,2463.615,2564.86584375,2661.6373875,2430.48684375,17282449.0,4710536265.55,9.38,101.25,6.273,4.1098
300033,2025-05-15,2522.7790875,2474.90656875,2547.50855625,2471.82705,8192438.0,2196908596.09,2.95,-89.96,2.9736,-3.5074
300033,2025-05-16,2471.73373125,2431.886625,2471.92036875,2431.79330625,5645236.0,1478240766.4,1.62,-43.02,2.049,-1.7382
300033,2025-05-19,2428.06055625,2413.59615,2431.886625,2391.572925,4200178.0,1084940365.46,1.66,-18.29,1.5245,-0.7521
300033,2025-05-20,2414.24938125,2413.68946875,2434.49955,2409.58344375,4186886.0,1085448288.99,1.03,0.09,1.5197,0.0039
300033,2025-05-21,2416.86230625,2407.250475,2422.55475,2393.812575,4256881.0,1096768485.38,1.19,-6.44,1.5451,-0.2668
300033,2025-05-22,2398.01191875,2390.17314375,2421.434925,2389.1466375,2804354.0,720973284.0,1.34,-17.08,1.0179,-0.7094
300033,2025-05-23,2388.586725,2338.66119375,2401.65135,2327.1829875,5658208.0,1434350193.84,3.12,-51.51,2.0538,-2.1552
300033,2025-05-26,2342.39394375,2334.74180625,2350.04608125,2324.66338125,3542738.0,885372925.64,1.09,-3.92,1.2859,-0.1676
300033,2025-05-27,2334.74180625,2336.42154375,2357.0449875,2330.1691875,3169790.0,795121773.64,1.15,1.68,1.1505,0.0719
300033,2025-05-28,2345.1001875,2299.1873625,2345.4734625,2299.09404375,3622804.0,897314742.85,1.99,-37.23,1.315,-1.5936
300033,2025-05-29,2304.973125,2347.61979375,2357.0449875,2303.6666625,4983347.0,1250008963.56,2.32,48.43,1.8088,2.1065
300033,2025-05-30,2332.87543125,2308.79919375,2333.06206875,2301.986925,3666758.0,908422288.21,1.32,-38.82,1.3309,-1.6536
300033,2025-06-03,2286.309375,2305.1597625,2332.96875,2284.2563625,3464698.0,857690862.07,2.11,-3.64,1.2576,-0.1576
300033,2025-06-04,2295.64125,2330.1691875,2345.8467375,2284.443,5294327.0,1318386681.78,2.66,25.01,1.9217,1.0849
300033,2025-06-05,2330.44914375,2371.32275625,2384.76065625,2318.5976625,6488422.0,1636593292.55,2.84,41.15,2.3551,1.7661
300033,2025-06-06,2371.9759875,2328.3028125,2377.76175,2323.636875,4678326.0,1173537936.55,2.28,-43.02,1.6981,-1.8142
300033,2025-06-09,2330.355825,2381.867775,2398.291875,2330.355825,7754966.0,1976886802.66,2.92,53.56,2.8148,2.3006
300033,2025-06-10,2379.628125,2322.51705,2386.81366875,2300.3071875,6180978.0,1548168751.3,3.63,-59.35,2.2435,-2.4918
300033,2025-06-11,2323.4502375,2378.6949375,2454.283125,2319.81080625,10730231.0,2756772024.38,5.79,56.18,3.8947,2.4188
300033,2025-06-12,2360.964375,2390.2664625,2428.900425,2354.0587875,6913269.0,1771980277.93,3.15,11.57,2.5093,0.4865
300033,2025-06-13,2366.5635,2343.9803625,2388.7733625,2337.44805,5738800.0,1448369996.29,2.15,-46.29,2.083,-1.9364
300033,2025-06-16,2328.3028125,2379.628125,2384.57401875,2328.3028125,5186832.0,1317167305.21,2.4,35.65,1.8827,1.5208
300033,2025-06-17,2365.6303125,2359.6579125,2377.76175,2344.91355,4268752.0,1078604799.96,1.38,-19.97,1.5494,-0.8392
300033,2025-06-18,2351.72581875,2331.848925,2355.83184375,2318.9709375,3935059.0,983292841.98,1.56,-27.81,1.4283,-1.1785
300033,2025-06-19,2333.06206875,2260.08680625,2335.3950375,2214.0806625,6978995.0,1705253561.98,5.2,-71.76,2.5332,-3.0775
300033,2025-06-20,2260.08680625,2222.57266875,2272.6848375,2221.07956875,4531461.0,1087786607.68,2.28,-37.51,1.6448,-1.6599
300033,2025-06-23,2208.4815375,2225.838825,2233.95755625,2188.41800625,5378396.0,1275866127.88,2.05,3.27,1.9522,0.147
300033,2025-06-24,2233.02436875,2361.80424375,2375.7087375,2225.6521875,14657516.0,3658975872.45,6.74,135.97,5.3202,6.1085
300033,2025-06-25,2361.8975625,2704.09741875,2792.097,2356.2984375,34329726.0,9389441194.21,18.45,342.29,12.4606,14.4929
300033,2025-06-26,2675.0752875,2624.40320625,2690.5662,2584.929375,20298272.0,5726571143.12,3.91,-79.69,7.3676,-2.9472
300033,2025-06-27,2657.81131875,2579.79684375,2720.14824375,2575.69081875,16855319.0,4767172199.87,5.5,-44.61,6.118,-1.6997
300033,2025-06-30,2577.6505125,2547.69519375,2603.593125,2530.9911375,9337939.0,2552176910.91,2.81,-32.1,3.3894,-1.2443
300033,2025-07-01,2547.88183125,2513.260575,2561.5996875,2484.145125,8192648.0,2206082366.92,3.04,-34.43,2.9737,-1.3516
300033,2025-07-02,2501.8756875,2488.8110625,2535.0971625,2479.94578125,6353741.0,1702740278.44,2.19,-24.45,2.3062,-0.9728
300033,2025-07-03,2493.477,2506.63494375,2525.7652875,2487.877875,7702057.0,2068630132.94,1.52,17.82,2.7956,0.7162
300033,2025-07-04,2506.541625,2517.08664375,2598.9271875,2477.6128125,15633320.0,4254254102.55,4.84,10.45,5.6744,0.417
300033,2025-07-07,2491.70394375,2513.0739375,2545.26890625,2488.0645125,6945000.0,1875159259.0,2.27,-4.01,2.5208,-0.1594
300033,2025-07-08,2510.55433125,2566.265625,2575.5975,2510.274375,11052691.0,3031226188.37,2.6,53.19,4.0118,2.1166
300033,2025-07-09,2562.62619375,2540.41633125,2598.9271875,2533.6040625,8417201.0,2313392080.76,2.55,-25.85,3.0552,-1.0073
300033,2025-07-10,2528.938125,2566.35894375,2594.54120625,2506.16835,10411156.0,2859735470.23,3.48,25.94,3.7789,1.0212
300033,2025-07-11,2566.6389,2680.58109375,2785.5646875,2542.9359375,25306788.0,7246380961.43,9.45,114.22,9.1856,4.4507
300033,2025-07-14,2658.837825,2585.675925,2659.3977375,2560.293225,12702121.0,3532377768.19,3.7,-94.91,4.6105,-3.5405
300033,2025-07-15,2566.35894375,2571.6781125,2606.67264375,2550.30811875,8475855.0,2340466467.76,2.18,-14.0,3.0765,-0.5414
300033,2025-07-16,2570.37165,2566.35894375,2601.72675,2553.3876375,5844385.0,1611292167.43,1.88,-5.32,2.1213,-0.2068
300033,2025-07-17,2561.2264125,2566.265625,2584.929375,2553.94755,6948198.0,1911211776.0,1.21,-0.09,2.522,-0.0036
300033,2025-07-18,2567.38545,2567.10549375,2609.7521625,2557.02706875,7089417.0,1959788266.01,2.05,0.84,2.5732,0.0327
300033,2025-07-21,2557.40034375,2584.46278125,2611.89849375,2542.00275,7369573.0,2036941199.86,2.72,17.36,2.6749,0.6761
300033,2025-07-22,2584.5561,2636.441325,2677.3149375,2584.5561,12956945.0,3663096486.52,3.59,51.98,4.703,2.0112
300033,2025-07-23,2652.3055125,2683.00738125,2752.903125,2648.66608125,17736072.0,5134534085.09,3.95,46.57,6.4376,1.7662
300033,2025-07-24,2637.28119375,2747.95723125,2759.0621625,2637.28119375,15106755.0,4403985213.98,4.54,64.95,5.4833,2.4208
300033,2025-07-25,2743.57125,2698.0317,2765.7811125,2690.0062875,8913098.0,2590754071.27,2.76,-49.93,3.2352,-1.8168
300033,2025-07-28,2702.511,2726.68055625,2778.37914375,2702.511,9455166.0,2773749984.87,2.81,28.65,3.4319,1.0618
300033,2025-07-29,2714.829075,2745.437625,2745.6242625,2655.47835,9254915.0,2683646123.84,3.31,18.76,3.3592,0.6879
300033,2025-07-30,2737.31889375,2732.09304375,2795.73643125,2706.24375,11494047.0,3386763438.72,3.26,-13.34,4.172,-0.4861
300033,2025-07-31,2706.24375,2646.51975,2759.0621625,2634.201675,11421123.0,3295638984.17,4.57,-85.57,4.1455,-3.1322
300033,2025-08-01,2646.98634375,2714.6424375,2777.3526375,2634.48163125,14770708.0,4302507044.05,5.4,68.12,5.3613,2.574
300033,2025-08-04,2692.2459375,2692.432575,2741.704875,2677.6882125,7084872.0,2051646142.35,2.36,-22.21,2.5716,-0.8182
300033,2025-08-05,2701.5778125,2736.75898125,2745.2509875,2665.7434125,8653320.0,2509482339.19,2.95,44.33,3.1409,1.6463
300033,2025-08-06,2715.66894375,2731.4398125,2742.8247,2698.31165625,6689324.0,1951218686.86,1.63,-5.32,2.428,-0.1944
300033,2025-08-07,2735.9191125,2722.4812125,2794.8965625,2698.77825,10196791.0,2993733195.39,3.52,-8.96,3.7011,-0.328
300033,2025-08-08,2715.575625,2676.38175,2720.2415625,2668.91625,6416864.0,1844985088.52,1.89,-46.1,2.3291,-1.6933
300033,2025-08-11,2678.248125,2870.6713875,2933.28826875,2668.91625,24411581.0,7441363342.65,9.88,194.29,8.8606,7.2594
300033,2025-08-12,2857.2334875,2968.00284375,2986.10668125,2857.2334875,15596775.0,4892011616.52,4.49,97.33,5.6611,3.3905
300033,2025-08-13,2995.43855625,3021.661125,3042.19125,2926.476,17919130.0,5732674928.58,3.9,53.66,6.5041,1.8079
300033,2025-08-14,3004.86375,2947.09944375,3054.60264375,2945.6996625,13262005.0,4259774777.42,3.6,-74.56,4.8137,-2.4676
300033,2025-08-15,2946.8194875,3426.6645,3536.40735,2939.540625,30792472.0,10744370638.26,20.25,479.57,11.1767,16.2724
300033,2025-08-18,3421.9985625,3778.4761875,3983.5908,3331.479375,30879823.0,12035507476.52,19.03,351.81,11.2084,10.2669
300033,2025-08-19,3695.51581875,3632.7123,3779.31605625,3628.233,20316272.0,8008488564.94,4.0,-145.76,7.3742,-3.8577
300033,2025-08-20,3614.32850625,3606.7696875,3638.311425,3504.58565625,13039943.0,5002167221.7,3.68,-25.94,4.7331,-0.7141
300033,2025-08-21,3620.86081875,3551.33835,3669.1066125,3527.54206875,13626166.0,5231583692.01,3.92,-55.43,4.9459,-1.5369
300033,2025-08-22,3525.30241875,3740.4021375,3751.32043125,3508.87831875,20053321.0,7885952439.19,6.83,189.06,7.2787,5.3237
300033,2025-08-25,3748.14759375,3717.35240625,3912.1086375,3659.214825,23510540.0,9466143343.52,6.76,-23.05,8.5336,-0.6162
300033,2025-08-26,3716.8858125,3751.41375,3852.29131875,3667.426875,16255896.0,6537669872.1,4.97,34.06,5.9004,0.9163
300033,2025-08-27,3733.6831875,3734.33641875,3919.3875,3695.51581875,18835084.0,7699267452.11,5.97,-17.08,6.8366,-0.4552
300033,2025-08-28,3730.51035,3799.9395,3799.9395,3568.3223625,18405265.0,7299480155.2,6.2,65.6,6.6805,1.7568
300033,2025-08-29,3802.7390625,3855.3708375,3950.83591875,3738.62908125,18988695.0,7795643098.9,5.58,55.43,6.8923,1.4587
300033,2025-09-01,3798.073125,3708.58044375,3833.3476125,3581.48030625,18106188.0,7168101007.39,6.53,-146.79,6.572,-3.8074
300033,2025-09-02,3677.78525625,3583.066725,3721.55175,3555.53769375,15110748.0,5870831173.7,4.48,-125.51,5.4847,-3.3844
300033,2025-09-03,3612.64876875,3471.6441375,3683.94429375,3452.88706875,14116451.0,5383436246.41,6.45,-111.42,5.1238,-3.1097
300033,2025-09-04,3473.41719375,3360.31486875,3597.90440625,3312.815625,14813133.0,5428286410.8,8.21,-111.33,5.3767,-3.2068
300033,2025-09-05,3368.90019375,3373.4728125,3388.12385625,3280.1540625,13660505.0,4897697795.64,3.21,13.16,4.9583,0.3916
300033,2025-09-08,3280.1540625,3206.43225,3309.082875,3163.505625,18968592.0,6533571887.23,4.32,-167.04,6.885,-4.9516
300033,2025-09-09,3249.07891875,3247.4925,3328.95976875,3227.708925,14474637.0,5075283273.53,3.16,41.06,5.2538,1.2806
300033,2025-09-10,3219.77683125,3279.220875,3342.4909875,3219.77683125,9457915.0,3334330314.54,3.78,31.73,3.4329,0.977
300033,2025-09-11,3266.15625,3428.62419375,3494.32059375,3238.160625,17565687.0,6349517630.6,7.81,149.4,6.3758,4.5561
300033,2025-09-12,3430.39725,3407.16088125,3562.909875,3401.4684375,13646963.0,5056875549.74,4.71,-21.46,4.9534,-0.626
300033,2025-09-15,3378.13875,3461.0058,3517.9302375,3378.13875,11687910.0,4352283678.13,4.1,53.84,4.2423,1.5803
300033,2025-09-16,3458.392875,3509.06495625,3555.444375,3429.37074375,12121825.0,4535268929.24,3.64,48.06,4.3998,1.3886
300033,2025-09-17,3509.53155,3643.3506375,3694.1160375,3491.14775625,17695708.0,6867954043.08,5.78,134.29,6.423,3.8268
300033,2025-09-18,3574.108125,3423.95825625,3575.88118125,3360.4081875,20077380.0,7471838806.2,5.91,-219.39,7.2875,-6.0217
300033,2025-09-19,3384.20446875,3365.2607625,3443.18191875,3365.2607625,8598737.0,3133033519.97,2.28,-58.7,3.1211,-1.7143
300033,2025-09-22,3349.30325625,3443.55519375,3448.22113125,3349.30325625,8139381.0,2975283175.41,2.94,78.29,2.9543,2.3265
300033,2025-09-23,3397.5367319,3350.6780188,3397.5367319,3276.9362193,9557007.0,3414650358.68,3.5,-92.88,3.4689,-2.6971
300033,2025-09-24,3322.6748038,3393.89631395,3421.8061849,3320.0611704,8590005.0,3101765171.0,3.04,43.22,3.1179,1.2898
300033,2025-09-25,3394.45637825,3425.726635,3493.96113555,3394.45637825,9921362.0,3666815907.82,2.93,31.83,3.6011,0.9379
300033,2025-09-26,3411.7250275,3359.4523595,3439.63489845,3351.9848355,6550480.0,2384791820.99,2.56,-66.27,2.3776,-1.9346
300033,2025-09-29,3329.2088873,3543.340138,3635.7507475,3329.2088873,19150076.0,7169474342.84,9.12,183.89,6.9509,5.4737
300033,2025-09-30,3500.49521905,3470.25174685,3534.5657973,3444.48878905,11701187.0,4365602762.8,2.54,-73.09,4.2472,-2.0627
300033,2025-10-09,3453.82319405,3549.78087745,3593.745925,3397.72342,13600435.0,5114948207.75,5.65,79.53,4.9365,2.2917
300033,2025-10-10,3512.81663365,3418.0724229,3546.98055595,3399.7769891,10233395.0,3807812378.24,4.15,-131.71,3.7144,-3.7103
300033,2025-10-13,3220.369725,3360.3858,3380.1747386,3220.369725,7802499.0,2791985921.25,4.68,-57.69,2.8321,-1.6877
300033,2025-10-14,3379.05461,3275.4427145,3475.9457339,3266.6683738,8738514.0,3151691912.55,6.23,-84.94,3.1718,-2.5278
300033,2025-10-15,3313.713775,3327.7153825,3349.9312664,3239.7852874,6081820.0,2146185978.67,3.36,52.27,2.2075,1.5959
300033,2025-10-16,3332.382585,3315.7673441,3388.389015,3289.0709458,5467620.0,1953460126.08,2.98,-11.95,1.9846,-0.359
300033,2025-10-17,3304.37937,3175.09786075,3344.8906877,3165.2967355,7428456.0,2579128729.66,5.42,-140.67,2.6963,-4.2424
300033,2025-10-20,3257.61400095,3244.54583395,3302.512489,3229.1440657,6982307.0,2443411319.29,2.31,69.45,2.5344,2.1873
300033,2025-10-21,3257.707345,3290.7511387,3322.8614919,3225.87702395,6603042.0,2324349601.02,2.99,46.21,2.3967,1.4241
300033,2025-10-22,3271.1488882,3276.46949905,3290.7511387,3226.9038085,4538184.0,1587504961.44,1.94,-14.28,1.6472,-0.434
300033,2025-10-23,3327.7153825,3325.75515745,3339.57007685,3236.51824565,8179593.0,2886655953.49,3.15,49.29,2.9689,1.5042
300033,2025-10-24,3332.28924095,3378.02782545,3380.64145885,3275.72274665,10782300.0,3842480040.69,3.15,52.27,3.9136,1.5718
300033,2025-10-27,3455.596731,3379.89470645,3468.664898,3345.8241282,13221548.0,4803830070.56,3.64,1.87,4.799,0.0553
300033,2025-10-28,3346.10416035,3425.5399469,3504.5090132,3313.713775,14536214.0,5326077841.5,5.65,45.65,5.2762,1.3505
300033,2025-10-29,3388.389015,3614.281616,3704.0785921,3383.7218125,20627275.0,7905684242.26,9.35,188.74,7.4871,5.5098
300033,2025-10-30,3569.6631601,3426.4733874,3584.41152,3423.859754,15681619.0,5851926929.79,4.44,-187.81,5.6919,-5.1963
300033,2025-10-31,3426.4733874,3390.8159603,3449.71605585,3383.7218125,7753862.0,2833226286.01,1.93,-35.66,2.8144,-1.0406
300033,2025-11-03,3369.720205,3350.02461045,3389.3224555,3277.96300385,7036819.0,2506595980.05,3.28,-40.79,2.5541,-1.203
300033,2025-11-04,3326.87528605,3285.80390405,3340.5968614,3256.86724855,6025431.0,2126725681.82,2.5,-64.22,2.187,-1.917
300033,2025-11-05,3253.0401425,3297.0985341,3312.5936464,3249.4930686,4719627.0,1663157150.28,1.92,11.29,1.7131,0.3437
